diseaseId,disease_mention,geneId,gene_mention,pmid,raw_sentence,associationType
MESH:D007752,preterm labor,21898,LPS,28139962,The aims of this study were to establish a model of intra-amniotic lipopolysaccharide (LPS)-induced preterm labor/birth that resembles the subclinical syndrome and to compare this model to two established models of LPS-induced preterm labor/birth.,Negative
MESH:D004630,EMS,207,AKT,28139994,"[Delbridge TR, Bailey B, Chew JL Jr, Conn AKT, Krakeel JJ, Manz D, Miller DR, O'Malley PJ, Ryan SD, Spaite DW, Stewart RD, Suter RE, Wilson EM: EMS agenda for the future: Where we are     where we want to be.",Negative
MESH:C535434,MBD,4204,MeCP2,28140372,"Here we show, using an Escherichia coli cell-free expression system, that MBD from the human transcriptional regulator MeCP2 performs as a specific, methylation-dependent repressor in conjunction with the BDNF (brain-derived neurotrophic factor) promoter sequence.",Negative
MESH:C566610,axis,16153,IL-10,28140445,"Interestingly, p38 mitogen-activated protein kinase (MAPK) activation predominantly mediates IL-10 production; hence, H37Rv tends to induce a tolerogenic DC phenotype through expression of tolerogenic molecules in the p38 MAPK-IL-10 axis.",Negative
MESH:D007239,multiplicity-of-infection,16153,IL-10,28140445,"Interestingly, H37Rv, but not H37Ra, impaired DC surface molecule expression (CD80, CD86 and MHC class II) due to prominent interleukin-10 (IL-10) production while augmenting the expression of tolerogenic molecules including PD-L1, CD103, Tim-3 and indoleamine 2,3-dioxygenase on DCs in a multiplicity-of-infection (MOI) -dependent manner.",Negative
MESH:C566610,axis,3586,IL-10,28140445,"Interestingly, p38 mitogen-activated protein kinase (MAPK) activation predominantly mediates IL-10 production; hence, H37Rv tends to induce a tolerogenic DC phenotype through expression of tolerogenic molecules in the p38 MAPK-IL-10 axis.",Negative
MESH:D009369,tumor,16176,interleukin-1b,28150144,"In a homogenized paw tissue examination, HAP attenuated pro-inflammatory cytokines, such as tumor necrosis factor-a, interleukin-1b, and interleukin-6.",Negative
MESH:C563733,Carotid intima-media thickness,404677,CIMT,28150294,BACKGROUND: Carotid intima-media thickness (CIMT) has been proposed as a surrogate marker of atherosclerotic disease.,Negative
MESH:D002340,carotid atherosclerosis,404677,CIMT,28150294,"CONCLUSIONS: The results suggest that CIMT and risk of carotid atherosclerosis are significantly cor-related with PSV and upper body MS, more closely for the PSV than for the MS after adjustment for po-tential confounders.",Negative
MESH:D008113,carcinogen-induced liver cancer,12367,caspase-3,28150874,These results indicate that the caspase-3/p120 RasGAP stress-sensing module impacts on carcinogen-induced liver cancer incidence but not sufficiently so as to affect overall survival.,Negative
MESH:D014842,von Willebrand,2244,fibrinogen,28150310,"RESULTS: Day 5, thawed amotosalen/UVA light-treated FFP and PF24 contained levels of Factors II, V, VIII, IX, X, von Willebrand factor ristocetin cofactor (vWF:RCo), fibrinogen, antithrombin III (ATIII), protein C, and protein S similar to the levels measured in Day 5 TP, as described in the Circular of Information.",Negative
MESH:D014842,von Willebrand,462,antithrombin III,28150310,"RESULTS: Day 5, thawed amotosalen/UVA light-treated FFP and PF24 contained levels of Factors II, V, VIII, IX, X, von Willebrand factor ristocetin cofactor (vWF:RCo), fibrinogen, antithrombin III (ATIII), protein C, and protein S similar to the levels measured in Day 5 TP, as described in the Circular of Information.",Negative
MESH:D014842,von Willebrand,7450,vWF,28150310,"RESULTS: Day 5, thawed amotosalen/UVA light-treated FFP and PF24 contained levels of Factors II, V, VIII, IX, X, von Willebrand factor ristocetin cofactor (vWF:RCo), fibrinogen, antithrombin III (ATIII), protein C, and protein S similar to the levels measured in Day 5 TP, as described in the Circular of Information.",Negative
MESH:D004393,GH deficiency,3479,insulin-like growth factor-I,28150584,OBJECTIVE: To describe the range of insulin-like growth factor-I (IGF-I) z-score values (IGF-Iz) and growth hormone (GH) dose adjustments in pre-pubertal patients with GH deficiency (GHD) treated with GH in a single tertiary care center.,Negative
OMIM:120970,CRD,4204,MeCP2,28151034,ABBREVIATIONS: FLS: fibroblast-like synoviocytes; RA: rheumatoid arthritis; Wnt: Wingless; Fz: frizzled; LRP: Fz/low-density lipoprotein receptor protein; WISP1: Wnt1 inducible signaling pathway protein 1; sFRP: secreted Fz-related proteins; DKK: Dickkopf; OA: osteoarthritis; DMEM: Dulbecco's modified Eagle's medium; FBS: fetal bovine serum; PBS: phosphate buffered saline; SDS-PAGE: sodium dodecyl sulfate-polyacrylamide gel electrophoresis; ECL: enhanced chemiluminescence detection solution; MMP3: metaloproteinase 3; qRT-PCR: quantitative real-time polymerase chain reaction; S.D: standard deviation; CRD: cysteine-rich domain; MeCP2: methyl-CpG-binding protein; RANKL: nuclear factor-kappa B ligand.,Negative
OMIM:120970,CRD,4314,MMP3,28151034,ABBREVIATIONS: FLS: fibroblast-like synoviocytes; RA: rheumatoid arthritis; Wnt: Wingless; Fz: frizzled; LRP: Fz/low-density lipoprotein receptor protein; WISP1: Wnt1 inducible signaling pathway protein 1; sFRP: secreted Fz-related proteins; DKK: Dickkopf; OA: osteoarthritis; DMEM: Dulbecco's modified Eagle's medium; FBS: fetal bovine serum; PBS: phosphate buffered saline; SDS-PAGE: sodium dodecyl sulfate-polyacrylamide gel electrophoresis; ECL: enhanced chemiluminescence detection solution; MMP3: metaloproteinase 3; qRT-PCR: quantitative real-time polymerase chain reaction; S.D: standard deviation; CRD: cysteine-rich domain; MeCP2: methyl-CpG-binding protein; RANKL: nuclear factor-kappa B ligand.,Negative
MESH:D009362,metastasis,19766,RIPK1,28151480,"Taken together, our results suggest an alternative function for RIPK1/RIPK3 in vascular permeability leading to decreased number of metastasis.",Negative
MESH:D015456,mixed lineage kinase domain-like protein,19766,"receptor-interacting protein kinase 1, 3",28151480,"Necroptosis is an inflammatory form of programmed cell death requiring receptor-interacting protein kinase 1, 3 (RIPK1, RIPK3) and mixed lineage kinase domain-like protein (MLKL).",Negative
MESH:D009369,tumor,56532,RIPK3,28151480,Loss of RIPK3 in the tumor microenvironment reduced the number of tumor nodules in the lung by 46%.,Negative
MESH:D015456,mixed lineage kinase domain-like protein,56532,RIPK3,28151480,"Necroptosis is an inflammatory form of programmed cell death requiring receptor-interacting protein kinase 1, 3 (RIPK1, RIPK3) and mixed lineage kinase domain-like protein (MLKL).",Negative
MESH:D014842,von Willebrand disease,7450,VWD,28151804,UNASSIGNED: The risk of pregnancy loss in von Willebrand disease (VWD) has been inconsistently reported.,Negative
MESH:D001943,breast cancer,70044,Star-PAP,28151486,"In this study, we observed decreased expression of Star-PAP in breast cancer cell lines and tissues.",Negative
MESH:D009369,cancer,70044,Star-PAP,28151486,"However, the pathological role of Star-PAP in cancer largely remains unknown.",Negative
OMIM:612551,nondiabetic,7369,uromodulin,28151855,"Prospectively, uromodulin was lowest in patients with T2DM at baseline, higher in initially nondiabetic subjects who developed diabetes during follow-up (FU) and highest among nondiabetic patients (147.7  69.9 vs 164  67 vs 179.9  82.2ng/mL, Ptrend<0.001).",Negative
MESH:D007238,infarct,29260,TLR4,28152042,"Pregabalin-treated rats showed significantly improved neurological function (31% decrease in score), reduced infarct size (by 33%), fewer apoptotic cells (by 63%), and lower expression levels of HMGB1, TLR4, p-NF-kB, IL-1b, and TNF- a, compared with control rats.",Negative
MESH:D009369,tumor,29260,toll-like receptor-4,28152042,"Western blot analysis was performed to determine protein expression of high-mobility group box 1 (HMGB1), toll-like receptor-4 (TLR-4), phosphorylated nuclear factor-kappa B (p-NF-kB), interleukin-1beta (IL-1b), tumor necrosis factor-alpha (TNF-a), phosphorylated inducible and endothelial nitric oxide synthase (p-iNOS, p-eNOS), Bcl-2, Bax, Cytochrome C, and caspase-3 in the brain.",Negative
MESH:D007238,infarct,24494,IL-1b,28152042,"Pregabalin-treated rats showed significantly improved neurological function (31% decrease in score), reduced infarct size (by 33%), fewer apoptotic cells (by 63%), and lower expression levels of HMGB1, TLR4, p-NF-kB, IL-1b, and TNF- a, compared with control rats.",Negative
MESH:D009336,necrosis,24494,interleukin-1beta,28152042,"Western blot analysis was performed to determine protein expression of high-mobility group box 1 (HMGB1), toll-like receptor-4 (TLR-4), phosphorylated nuclear factor-kappa B (p-NF-kB), interleukin-1beta (IL-1b), tumor necrosis factor-alpha (TNF-a), phosphorylated inducible and endothelial nitric oxide synthase (p-iNOS, p-eNOS), Bcl-2, Bax, Cytochrome C, and caspase-3 in the brain.",Negative
MESH:D009369,tumor,24494,interleukin-1beta,28152042,"Western blot analysis was performed to determine protein expression of high-mobility group box 1 (HMGB1), toll-like receptor-4 (TLR-4), phosphorylated nuclear factor-kappa B (p-NF-kB), interleukin-1beta (IL-1b), tumor necrosis factor-alpha (TNF-a), phosphorylated inducible and endothelial nitric oxide synthase (p-iNOS, p-eNOS), Bcl-2, Bax, Cytochrome C, and caspase-3 in the brain.",Negative
MESH:D007238,infarct,24835,TNF- a,28152042,"Pregabalin-treated rats showed significantly improved neurological function (31% decrease in score), reduced infarct size (by 33%), fewer apoptotic cells (by 63%), and lower expression levels of HMGB1, TLR4, p-NF-kB, IL-1b, and TNF- a, compared with control rats.",Negative
MESH:D009369,tumor,24887,Bax,28152042,"Western blot analysis was performed to determine protein expression of high-mobility group box 1 (HMGB1), toll-like receptor-4 (TLR-4), phosphorylated nuclear factor-kappa B (p-NF-kB), interleukin-1beta (IL-1b), tumor necrosis factor-alpha (TNF-a), phosphorylated inducible and endothelial nitric oxide synthase (p-iNOS, p-eNOS), Bcl-2, Bax, Cytochrome C, and caspase-3 in the brain.",Negative
MESH:D009369,tumor,25402,caspase-3,28152042,"Western blot analysis was performed to determine protein expression of high-mobility group box 1 (HMGB1), toll-like receptor-4 (TLR-4), phosphorylated nuclear factor-kappa B (p-NF-kB), interleukin-1beta (IL-1b), tumor necrosis factor-alpha (TNF-a), phosphorylated inducible and endothelial nitric oxide synthase (p-iNOS, p-eNOS), Bcl-2, Bax, Cytochrome C, and caspase-3 in the brain.",Negative
MESH:D007238,infarct,25459,HMGB1,28152042,"Pregabalin-treated rats showed significantly improved neurological function (31% decrease in score), reduced infarct size (by 33%), fewer apoptotic cells (by 63%), and lower expression levels of HMGB1, TLR4, p-NF-kB, IL-1b, and TNF- a, compared with control rats.",Negative
MESH:D001943,TNBC,53378,syndecan-binding protein,28141839,Our previous study showed that downregulating syndecan-binding protein (SDCBP) in TNBC inhibits the proliferation of TNBC cells.,Negative
MESH:D006470,haemorrhage,18787,serpine1,28141873,"In mice, an ontogenic window of haemorrhage risk was recorded up to 5 days after birth in serpine1 knock-out animals.",Negative
MESH:D000860,hypoxia,319594,factor inhibiting hypoxia-inducible factor 1,28142001,"Growth-promoting functions of these two miRNAs were, in part, mediated by the common target, the factor inhibiting hypoxia-inducible factor 1 (FIH1), and the downstream pathways involving hypoxia-inducible factor HIF1a and Notch signaling.",Negative
MESH:D005909,GBM,387166,miR-148a,28142001,"Inhibition of two ""risky"" miRNAs, miR-148a and miR-31, in orthotopic xenograft GBM mouse models suppressed tumor growth and thereby prolonged animal survival.",Negative
MESH:C566236,AA,3566,IL4R,28142034,"However, the IL4R rs1801275 heterozygote seems to be associated with a reduced risk of gastrointestinal cancer (OR 0.79; 95% CI, 0.65-0.96 for AG vs. AA).",Negative
MESH:D014766,viremia,59271,B19,28142135,"B19 DNA was detected in 10% of the cases, and 10% showed B19 IgG and viremia simultaneously.",Negative
MESH:C565367,Iranian,59271,B19,28142135,OBJECTIVES: The aim of this study was to evaluate the frequency and genotype of human parvovirus B19 and its relation with anemia among Iranian patients under dialysis.,Negative
MESH:C537394,MP,799,UMIN-CTR,28142194,"CONCLUSIONS: This study demonstrated the technical feasibility of visualizing the MP in real time by CV-assisted pCLE (UMIN-CTR number, UMIN000015056).",Negative
MESH:D003920,diabetes mellitus,25139,GLUT-4,28142314,CONTEXT: Metformin attenuates type-2 diabetes mellitus (T2DM)-induced hepatic dysfunction and altered PI3K/Akt/GLUT-4 signalling in experimental studies.,Negative
MESH:D008107,hepatic dysfunction,25139,GLUT-4,28142314,CONTEXT: Metformin attenuates type-2 diabetes mellitus (T2DM)-induced hepatic dysfunction and altered PI3K/Akt/GLUT-4 signalling in experimental studies.,Negative
MESH:D003920,diabetes mellitus,24185,Akt,28142314,CONTEXT: Metformin attenuates type-2 diabetes mellitus (T2DM)-induced hepatic dysfunction and altered PI3K/Akt/GLUT-4 signalling in experimental studies.,Negative
MESH:D008107,hepatic dysfunction,24185,Akt,28142314,CONTEXT: Metformin attenuates type-2 diabetes mellitus (T2DM)-induced hepatic dysfunction and altered PI3K/Akt/GLUT-4 signalling in experimental studies.,Negative
MESH:D003920,diabetes mellitus,298947,PI3K,28142314,CONTEXT: Metformin attenuates type-2 diabetes mellitus (T2DM)-induced hepatic dysfunction and altered PI3K/Akt/GLUT-4 signalling in experimental studies.,Negative
MESH:D008107,hepatic dysfunction,298947,PI3K,28142314,CONTEXT: Metformin attenuates type-2 diabetes mellitus (T2DM)-induced hepatic dysfunction and altered PI3K/Akt/GLUT-4 signalling in experimental studies.,Negative
MESH:D001943,breast cancer,13866,HER2,28142426,UNASSIGNED: 77 Background: Trastuzumab (Tzb) is a humanized monoclonal antibody (MAb) approved for treatment of HER2-overexpressing breast cancer.,Negative
MESH:D009369,tumors,13866,HER2,28142426,"RESULTS: From 12 mice bearing HER2-overexpressing tumors and treated with Tzb, 5 responded to therapy and 7 exhibited progressive disease (PD).",Negative
MESH:D001943,breast cancer,77697,MAb,28142426,UNASSIGNED: 77 Background: Trastuzumab (Tzb) is a humanized monoclonal antibody (MAb) approved for treatment of HER2-overexpressing breast cancer.,Negative
MESH:D064726,HER2,77697,MAb,28142426,UNASSIGNED: 77 Background: Trastuzumab (Tzb) is a humanized monoclonal antibody (MAb) approved for treatment of HER2-overexpressing breast cancer.,Negative
OMIM:135300,HGF,3569,IL-6,28142428,"50 mL of EDTA blood samples were collected at baseline (T0) and after 4wks (T1) together with disease restaging in all pts to analyze plasma levels of VEGF, sVEGFR-1,-2 and -3, c-Kit, HGF, TGF-b, IL-6, 8 and 12 by multiplex ELISA plates.",Negative
OMIM:135300,HGF,3576,IL8,28142428,"RESULTS: Significant increase from T0 to T1 was observed for VEGF (p<0.0001), HGF (p=0.017), IL6 (p<0.0129) and IL8 (p<0.0013) and decrease for VEGFR2 and c-Kit (p<0.0001 each).",Negative
OMIM:135300,HGF,3815,c-Kit,28142428,"50 mL of EDTA blood samples were collected at baseline (T0) and after 4wks (T1) together with disease restaging in all pts to analyze plasma levels of VEGF, sVEGFR-1,-2 and -3, c-Kit, HGF, TGF-b, IL-6, 8 and 12 by multiplex ELISA plates.",Negative
OMIM:135300,HGF,7040,TGF-b,28142428,"50 mL of EDTA blood samples were collected at baseline (T0) and after 4wks (T1) together with disease restaging in all pts to analyze plasma levels of VEGF, sVEGFR-1,-2 and -3, c-Kit, HGF, TGF-b, IL-6, 8 and 12 by multiplex ELISA plates.",Negative
OMIM:135300,HGF,7422,VEGF,28142428,"50 mL of EDTA blood samples were collected at baseline (T0) and after 4wks (T1) together with disease restaging in all pts to analyze plasma levels of VEGF, sVEGFR-1,-2 and -3, c-Kit, HGF, TGF-b, IL-6, 8 and 12 by multiplex ELISA plates.",Negative
MESH:D019294,CTX,3569,interleukin-6,28142474,"N-terminal of procollagen type 1 (P1NP), c-terminal peptide crosslinks (CTX), osteocalcin (OC), and interleukin-6 (IL-6) are markers of bone turnover that may have clinical utility as predictors of breast cancer recurrence in the bone.",Negative
MESH:D005316,financial distress,11316,cope,28142679,Little is known about how patients cope with treatment-related financial distress.,Negative
MESH:C565133,CCL-2,3553,IL1b,28142894,"METHODS: A retrospective analysis of inflammatory markers including IL1b, IL-6, IL-8, TNFa and CCL-2 was undertaken in men initiating ADT for metastatic prostate cancer.",Negative
MESH:C565133,CCL-2,3569,IL-6,28142894,"METHODS: A retrospective analysis of inflammatory markers including IL1b, IL-6, IL-8, TNFa and CCL-2 was undertaken in men initiating ADT for metastatic prostate cancer.",Negative
MESH:C565133,CCL-2,3576,IL-8,28142894,"METHODS: A retrospective analysis of inflammatory markers including IL1b, IL-6, IL-8, TNFa and CCL-2 was undertaken in men initiating ADT for metastatic prostate cancer.",Negative
MESH:C565133,CCL-2,7124,TNFa,28142894,"METHODS: A retrospective analysis of inflammatory markers including IL1b, IL-6, IL-8, TNFa and CCL-2 was undertaken in men initiating ADT for metastatic prostate cancer.",Negative
MESH:D011471,prostate cancer,16992,LTa,28142972,"However, the role of LTa in human as distinct from murine prostate cancer remains unclear.",Negative
MESH:D006623,VHL,1956,EGFR,28143107,"The gene probes chosen for this analysis were; VHL, FHIT, FGFR1/3, PDGFb, PDGFRb, EGFR, MYC and IGH@.",Negative
MESH:D006623,VHL,2260;2261,FGFR1/3,28143107,"The gene probes chosen for this analysis were; VHL, FHIT, FGFR1/3, PDGFb, PDGFRb, EGFR, MYC and IGH@.",Negative
MESH:D006623,VHL,2272,FHIT,28143107,"The gene probes chosen for this analysis were; VHL, FHIT, FGFR1/3, PDGFb, PDGFRb, EGFR, MYC and IGH@.",Negative
MESH:D006623,VHL,5155,PDGFb,28143107,"The gene probes chosen for this analysis were; VHL, FHIT, FGFR1/3, PDGFb, PDGFRb, EGFR, MYC and IGH@.",Negative
MESH:D006623,VHL,5159,PDGFRb,28143107,"The gene probes chosen for this analysis were; VHL, FHIT, FGFR1/3, PDGFb, PDGFRb, EGFR, MYC and IGH@.",Negative
MESH:D006623,VHL,3791,VEGFR-2,28143147,"Moreover p53 showed a positive association with VEGF, GLUT1, GLUT4, VEGFR-2 and VHL (r=0.241, sig.",Negative
MESH:D006623,VHL,6513,GLUT1,28143147,"Moreover p53 showed a positive association with VEGF, GLUT1, GLUT4, VEGFR-2 and VHL (r=0.241, sig.",Negative
MESH:D006623,VHL,6517,GLUT4,28143147,"Moreover p53 showed a positive association with VEGF, GLUT1, GLUT4, VEGFR-2 and VHL (r=0.241, sig.",Negative
MESH:D006623,VHL,7422,VEGF,28143147,"Moreover p53 showed a positive association with VEGF, GLUT1, GLUT4, VEGFR-2 and VHL (r=0.241, sig.",Negative
MESH:D006623,VHL,201161,p30,28143252,"VHL p30 band intensities varied as a function of compound used, suggesting alternate post-translational processing.",Negative
MESH:C563250,PSA,1401,C-reactive protein,28143349,"We therefore sought to determine the effects of the combination in androgen-dependent PC on PSA kinetics and the plasma correlates of IL-6, C-reactive protein (CRP), PGE-2, and the pharmacokinetics of the drug combination to validate preclinical biomarker findings.",Negative
MESH:C536773,PSS,3569,IL-6,28143443,"In the HIV-infected PSS group (but not the HIV-infected LS or HIV-uninfected PSS groups) the IP-10, MIP-1b, IL-6 and IL-8 were raised compared to the controls.",Negative
MESH:D013592,LS,3569,IL-6,28143443,"In the HIV-infected PSS group (but not the HIV-infected LS or HIV-uninfected PSS groups) the IP-10, MIP-1b, IL-6 and IL-8 were raised compared to the controls.",Negative
MESH:D013592,LS,3576,IL-8,28143443,"In the HIV-infected PSS group (but not the HIV-infected LS or HIV-uninfected PSS groups) the IP-10, MIP-1b, IL-6 and IL-8 were raised compared to the controls.",Negative
MESH:C536773,PSS,3627,IP-10,28143443,"In the HIV-infected PSS group (but not the HIV-infected LS or HIV-uninfected PSS groups) the IP-10, MIP-1b, IL-6 and IL-8 were raised compared to the controls.",Negative
MESH:D013592,LS,3627,IP-10,28143443,"In the HIV-infected PSS group (but not the HIV-infected LS or HIV-uninfected PSS groups) the IP-10, MIP-1b, IL-6 and IL-8 were raised compared to the controls.",Negative
MESH:C536773,PSS,6351,MIP-1b,28143443,"In the HIV-infected PSS group (but not the HIV-infected LS or HIV-uninfected PSS groups) the IP-10, MIP-1b, IL-6 and IL-8 were raised compared to the controls.",Negative
MESH:D013592,LS,6351,MIP-1b,28143443,"In the HIV-infected PSS group (but not the HIV-infected LS or HIV-uninfected PSS groups) the IP-10, MIP-1b, IL-6 and IL-8 were raised compared to the controls.",Negative
MESH:D006223,CS,16171,IL-17,28143472,"Interestingly, we showed that CS operated by inhibiting cytokine gene expression including IFNy, IL-17 and IL-4.",Negative
MESH:D006223,CS,16189,IL-4,28143472,"Interestingly, we showed that CS operated by inhibiting cytokine gene expression including IFNy, IL-17 and IL-4.",Negative
MESH:D017827,type,50616,IL-22,28143481,"AIMS: Interleukin-22 (IL-22) has beneficial effects on body weight, insulin resistance and inflammation in different mouse models, but its relevance for the development of type 2 diabetes in humans is unknown.",Negative
MESH:D018149,glucose tolerance,50929,IL-22,28143481,"METHODS: Cross-sectional associations between serum IL-22, cardiometabolic risk factors and glucose tolerance status were investigated in 1107 persons of the population-based KORA F4 study.",Negative
MESH:D001943,breast cancer,20296,CCL2,28143493,BACKGROUND: The role of the chemokine CCL2 in breast cancer is controversial.,Negative
MESH:D009369,tumor,20296,CCL2,28143493,"While CCL2 recruits and activates pro-tumor macrophages, it is also reported to enhance neutrophil-mediated anti-tumor activity.",Negative
MESH:D014085,migration,406913,miR-126,28143713,"CONCLUSION: EMPs reduce VSMC proliferation, migration and subsequent neointima formation by delivering functional miR-126 into recipient VSMCs.",Negative
MESH:C566610,axis,19822,RNF4,28143738,These findings suggest that the UBC9/PML/RNF4 axis plays a critical role as an important SUMO pathway in cardiac fibrosis.,Negative
MESH:C566610,axis,22196,UBC9,28143738,These findings suggest that the UBC9/PML/RNF4 axis plays a critical role as an important SUMO pathway in cardiac fibrosis.,Negative
MESH:D006331,cardiac fibrosis,22196,UBC9,28143738,"Inhibition of SUMOylated PML by silencing UBC9, the unique SUMO E2-conjugating enzyme, reduced the development of cardiac fibrosis and partially improved cardiac function in TAC mice.",Negative
MESH:C566610,axis,6047,RNF4,28143738,These findings suggest that the UBC9/PML/RNF4 axis plays a critical role as an important SUMO pathway in cardiac fibrosis.,Negative
MESH:C566610,axis,7329,UBC9,28143738,These findings suggest that the UBC9/PML/RNF4 axis plays a critical role as an important SUMO pathway in cardiac fibrosis.,Negative
MESH:D061325,breast/ovarian cancer,94025,CA125,28143870,"Research suggests each woman has her own CA125 baseline; significant increases above this level may identify cancers earlier than standard 6- to 12-monthly CA125 > 35 U/mL.<b>Experimental Design:</b>Data from prospective Cancer Genetics Network and Gynecologic Oncology Group trials, which screened 3,692 women (13,080 woman-screening years) with a strong breast/ovarian cancer family history or<i>BRCA1/2</i>mutations, were combined to assess a novel screening strategy.",Negative
MESH:D006509,hepatitis B,944566,HBx,28151934,The hepatitis B virus (HBV) HBx protein modulates cytosolic Ca2+ levels to stimulate HBV replication in some liver cell lines.,Negative
MESH:C537357,methylenetetrahydrofolate reductase,280869,5-methyltetrahydrofolate-homocysteine methyltransferase,28152052,Increasing CC did not alter betaine-homocysteine S-methyltranferase (BHMT) but did increase 5-methyltetrahydrofolate-homocysteine methyltransferase (MTR) and methylenetetrahydrofolate reductase (MTHFR) expression.,Negative
MESH:C537357,MTHFR,541078,MAT1A,28152052,"Treatment with FA decreased the expression of MAT1A, MTR, MTHFR and tended to decrease PEMT but did not affect BHMT and MTTP.",Negative
MESH:D011125,APC,6424,SFRP4,28152305,"In the present study, we systematically investigated the methylation of some Wnt antagonist genes (SFRP2, SFRP4, SFRP5, DKK1, DKK2, and APC) and their regulatory role in carcinogenesis.",Negative
MESH:D000544,Alzheimer's disease,19273,mPTP,28152427,"Taken as a whole, this report presents compound 5x as a new nonpeptidyl mPTP blocker may hold a promise for further development of Alzheimer's disease (AD) therapeutics.",Negative
MESH:D015212,inflammatory bowel disease,287362,NLRP3,28152446,Excess proinflammatory cytokines owing to the activation of NF-kB and NLRP3 inflammasome play the key role in inflammatory bowel disease (IBD).,Negative
MESH:D015212,inflammatory bowel disease,309165,NF-kB,28152446,Excess proinflammatory cytokines owing to the activation of NF-kB and NLRP3 inflammasome play the key role in inflammatory bowel disease (IBD).,Negative
MESH:D056486,hepatic necrosis,235504,AST,28152447,"RESULTS: ASX pretreatment before APAP increased the 5-day survival rate in a dose-dependent manner and reduced the ALT, AST, hepatic necrosis, reactive oxygen species (ROS) generation, lipid peroxidation (LPO), oxidative stress and pro-inflammatory factors.",Negative
MESH:D007249,inflammation,235504,aspartate transaminase,28152447,"Blood and liver samples were collected to detect alanine transaminase (ALT), aspartate transaminase (AST), inflammation, oxidative stress and antioxidant systems, and to observe histopathologic changes and key proteins in the mitogen-activated protein kinase (MAPK) family.",Negative
MESH:D009336,necrosis,235504,AST,28152447,"RESULTS: ASX pretreatment before APAP increased the 5-day survival rate in a dose-dependent manner and reduced the ALT, AST, hepatic necrosis, reactive oxygen species (ROS) generation, lipid peroxidation (LPO), oxidative stress and pro-inflammatory factors.",Negative
MESH:D056486,hepatic necrosis,76282,ALT,28152447,"RESULTS: ASX pretreatment before APAP increased the 5-day survival rate in a dose-dependent manner and reduced the ALT, AST, hepatic necrosis, reactive oxygen species (ROS) generation, lipid peroxidation (LPO), oxidative stress and pro-inflammatory factors.",Negative
MESH:D007249,inflammation,76282,alanine transaminase,28152447,"Blood and liver samples were collected to detect alanine transaminase (ALT), aspartate transaminase (AST), inflammation, oxidative stress and antioxidant systems, and to observe histopathologic changes and key proteins in the mitogen-activated protein kinase (MAPK) family.",Negative
MESH:D009336,necrosis,76282,ALT,28152447,"RESULTS: ASX pretreatment before APAP increased the 5-day survival rate in a dose-dependent manner and reduced the ALT, AST, hepatic necrosis, reactive oxygen species (ROS) generation, lipid peroxidation (LPO), oxidative stress and pro-inflammatory factors.",Negative
MESH:D055752,Small cell lung cancer,7864,SCLC,28152514,BACKGROUND: Small cell lung cancer (SCLC) is an aggressive malignancy with a distinct natural history and dismal prognosis.,Negative
MESH:D014897,SMA,6662,SOX9,28152522,"The hS1 cells expressed a number of hallmarks for human Sertoli cells, including SOX9, WT1, GDNF, SCF, BMP4, BMP6, GATA4, and VIM, and they were negative for 3b-HSD, SMA, and VASA.",Negative
MESH:D017827,wild type,837949,pap2,28152090,"Compared to wild type (WT) and pap2 lines, the OE lines were more susceptible to several Pseudomonas syringae pv.",Negative
MESH:D006984,hypertrophic,13614,endothelin 1,28152298,Salubrinal also alleviated hypertrophic growth in endothelin 1 (ET1)-treated NRVMs.,Negative
MESH:C536528,LPS,17709,COX-2,28152476,"They also increased COX-2, 5-LOX, and iNOS concentration in macrophages, which was comparable to that of LPS stimulated macrophages.",Negative
MESH:C536528,LPS,18126,iNOS,28152476,"They also increased COX-2, 5-LOX, and iNOS concentration in macrophages, which was comparable to that of LPS stimulated macrophages.",Negative
MESH:D000592,OA,2641,glucagon-like-peptide 1,28153094,"Here, we utilized the congruent pharmacological activities of OA and glucagon-like-peptide 1 (GLP-1) in relieving IR and improving liver and pancreas functions and used a synthetic-biology-inspired design principle to engineer a therapeutic gene circuit that enables a concerted action of both drugs.",Negative
MESH:D006528,HCC,29817,IGFBP7,28153326,"Insulin-like growth factor-binding protein-7 (IGFBP7), a secreted protein belonging to the IGFBP family, functions as a potential tumor suppressor for HCC.",Negative
MESH:D009369,tumor,29817,IGFBP7,28153326,"Insulin-like growth factor-binding protein-7 (IGFBP7), a secreted protein belonging to the IGFBP family, functions as a potential tumor suppressor for HCC.",Negative
MESH:D030342,autosomal recessive disease,6606,SMN1,28153220,UNASSIGNED: Spinal muscular atrophy (SMA) is a fatal autosomal recessive disease caused by survival motor neuron (SMN) protein insufficiency due to SMN1 mutations.,Negative
MESH:D020271,inherited neurodegenerative disorder,29424,huntingtin,28153533,Huntington disease (HD) is an autosomal dominantly inherited neurodegenerative disorder caused by a CAG repeat expansion in the gene coding for the huntingtin protein (HTT).,Negative
MESH:D004342,hypersensitivity,24494,IL-1b,28153540,Intraplantar (i.pl) injection of IL-1b dose-dependently produced mechanical and thermal hypersensitivity in na  ve rats.,Negative
MESH:D010146,pain,24494,IL-1b,28153540,"Since emerging evidence in the literature indicates that IL-1b can modulate membrane-bound receptors, we decided to examine the involvement of P2Y1 receptor (P2Y1R) in IL-1b induced pain and the potential interaction of P2Y1Rs and IL-1Rs in both na  ve and carrageenan injected rats.",Negative
